PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,alone,deck,has_deck,Surname,Title,n_fam,FamilyID,Family_Survival_Rate
171,No,First,"Van der hoef, Mr. Wyckoff",male,Elderly (60+),0,0,111240,33.5,B19,S,True,B,1,Van der hoef,Mr,0,-1,-1
172,No,Third,"Rice, Master. Arthur",male,Infants (0-12),4,1,382652,29.125,UNK,Q,False,UNK,0,Rice,Master,5,-1,-1
173,Yes,Third,"Johnson, Miss. Eleanor Ileen",female,Infants (0-12),1,1,347742,11.1333,UNK,S,False,UNK,0,Johnson,Miss,2,27,1
174,No,Third,"Sivola, Mr. Antti Wilhelm",male,Young Adults (19-30),0,0,STON/O 2. 3101280,7.925,UNK,S,True,UNK,0,Sivola,Mr,0,-1,-1
175,No,First,"Smith, Mr. James Clinch",male,Middle Age (46-60),0,0,17764,30.6958,A7,C,True,A,1,Smith,Mr,0,-1,-1
176,No,Third,"Klasen, Mr. Klas Albin",male,Teens (13-18),1,1,350404,7.8542,UNK,S,False,UNK,0,Klasen,Mr,2,-1,-1
177,No,Third,"Lefebre, Master. Henry Forbes",male,Young Adults (19-30),3,1,4133,25.4667,UNK,S,False,UNK,0,Lefebre,Master,4,-1,-1
178,No,First,"Isham, Miss. Ann Elizabeth",female,Middle Age (46-60),0,0,PC 17595,28.7125,C49,C,True,C,1,Isham,Miss,0,-1,-1
179,No,Second,"Hale, Mr. Reginald",male,Young Adults (19-30),0,0,250653,13.0,UNK,S,True,UNK,0,Hale,Mr,0,-1,-1
180,No,Third,"Leonard, Mr. Lionel",male,Adults (31-45),0,0,LINE,0.0,UNK,S,True,UNK,0,Leonard,Mr,0,-1,-1
181,No,Third,"Sage, Miss. Constance Gladys",female,Young Adults (19-30),8,2,CA. 2343,69.55,UNK,S,False,UNK,0,Sage,Miss,10,-1,-1
182,No,Second,"Pernot, Mr. Rene",male,Young Adults (19-30),0,0,SC/PARIS 2131,15.05,UNK,C,True,UNK,0,Pernot,Mr,0,-1,-1
183,No,Third,"Asplund, Master. Clarence Gustaf Hugo",male,Infants (0-12),4,2,347077,31.3875,UNK,S,False,UNK,0,Asplund,Master,6,-1,-1
184,Yes,Second,"Becker, Master. Richard F",male,Infants (0-12),2,1,230136,39.0,F4,S,False,F,1,Becker,Master,3,-1,-1
185,Yes,Third,"Kink-Heilmann, Miss. Luise Gretchen",female,Infants (0-12),0,2,315153,22.025,UNK,S,False,UNK,0,Kink-Heilmann,Miss,2,-1,-1
186,No,First,"Rood, Mr. Hugh Roscoe",male,Adults (31-45),0,0,113767,50.0,A32,S,True,A,1,Rood,Mr,0,-1,-1
187,Yes,Third,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,Young Adults (19-30),1,0,370365,15.5,UNK,Q,False,UNK,0,O'Brien,Mrs,1,39,0
188,Yes,First,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,Adults (31-45),0,0,111428,26.55,UNK,S,True,UNK,0,Romaine,Mr,0,-1,-1
189,No,Third,"Bourke, Mr. John",male,Adults (31-45),1,1,364849,15.5,UNK,Q,False,UNK,0,Bourke,Mr,2,-1,-1
190,No,Third,"Turcin, Mr. Stjepan",male,Adults (31-45),0,0,349247,7.8958,UNK,S,True,UNK,0,Turcin,Mr,0,-1,-1
191,Yes,Second,"Pinsky, Mrs. (Rosa)",female,Adults (31-45),0,0,234604,13.0,UNK,S,True,UNK,0,Pinsky,Mrs,0,-1,-1
192,No,Second,"Carbines, Mr. William",male,Young Adults (19-30),0,0,28424,13.0,UNK,S,True,UNK,0,Carbines,Mr,0,-1,-1
193,Yes,Third,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,Young Adults (19-30),1,0,350046,7.8542,UNK,S,False,UNK,0,Andersen-Jensen,Miss,1,-1,-1
194,Yes,Second,"Navratil, Master. Michel M",male,Infants (0-12),1,1,230080,26.0,F2,S,False,F,1,Navratil,Master,2,36,0
195,Yes,First,"Brown, Mrs. James Joseph (Margaret Tobin)",female,Adults (31-45),0,0,PC 17610,27.7208,B4,C,True,B,1,Brown,Mrs,0,-1,-1
196,Yes,First,"Lurette, Miss. Elise",female,Middle Age (46-60),0,0,PC 17569,146.5208,B80,C,True,B,1,Lurette,Miss,0,-1,-1
197,No,Third,"Mernagh, Mr. Robert",male,Young Adults (19-30),0,0,368703,7.75,UNK,Q,True,UNK,0,Mernagh,Mr,0,-1,-1
198,No,Third,"Olsen, Mr. Karl Siegwart Andreas",male,Adults (31-45),0,1,4579,8.4042,UNK,S,False,UNK,0,Olsen,Mr,1,-1,-1
199,Yes,Third,"Madigan, Miss. Margaret ""Maggie""",female,Young Adults (19-30),0,0,370370,7.75,UNK,Q,True,UNK,0,Madigan,Miss,0,-1,-1
200,No,Second,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,Young Adults (19-30),0,0,248747,13.0,UNK,S,True,UNK,0,Yrois,Miss,0,-1,-1
201,No,Third,"Vande Walle, Mr. Nestor Cyriel",male,Young Adults (19-30),0,0,345770,9.5,UNK,S,True,UNK,0,Vande Walle,Mr,0,-1,-1
202,No,Third,"Sage, Mr. Frederick",male,Young Adults (19-30),8,2,CA. 2343,69.55,UNK,S,False,UNK,0,Sage,Mr,10,-1,-1
203,No,Third,"Johanson, Mr. Jakob Alfred",male,Adults (31-45),0,0,3101264,6.4958,UNK,S,True,UNK,0,Johanson,Mr,0,-1,-1
204,No,Third,"Youseff, Mr. Gerious",male,Middle Age (46-60),0,0,2628,7.225,UNK,C,True,UNK,0,Youseff,Mr,0,-1,-1
205,Yes,Third,"Cohen, Mr. Gurshon ""Gus""",male,Teens (13-18),0,0,A/5 3540,8.05,UNK,S,True,UNK,0,Cohen,Mr,0,-1,-1
206,No,Third,"Strom, Miss. Telma Matilda",female,Infants (0-12),0,1,347054,10.4625,G6,S,False,G,1,Strom,Miss,1,-1,-1
207,No,Third,"Backstrom, Mr. Karl Alfred",male,Adults (31-45),1,0,3101278,15.85,UNK,S,False,UNK,0,Backstrom,Mr,1,-1,-1
208,Yes,Third,"Albimona, Mr. Nassef Cassem",male,Young Adults (19-30),0,0,2699,18.7875,UNK,C,True,UNK,0,Albimona,Mr,0,-1,-1
209,Yes,Third,"Carr, Miss. Helen ""Ellen""",female,Teens (13-18),0,0,367231,7.75,UNK,Q,True,UNK,0,Carr,Miss,0,-1,-1
210,Yes,First,"Blank, Mr. Henry",male,Adults (31-45),0,0,112277,31.0,A31,C,True,A,1,Blank,Mr,0,-1,-1
211,No,Third,"Ali, Mr. Ahmed",male,Young Adults (19-30),0,0,SOTON/O.Q. 3101311,7.05,UNK,S,True,UNK,0,Ali,Mr,0,-1,-1
212,Yes,Second,"Cameron, Miss. Clear Annie",female,Adults (31-45),0,0,F.C.C. 13528,21.0,UNK,S,True,UNK,0,Cameron,Miss,0,-1,-1
213,No,Third,"Perkin, Mr. John Henry",male,Young Adults (19-30),0,0,A/5 21174,7.25,UNK,S,True,UNK,0,Perkin,Mr,0,-1,-1
214,No,Second,"Givard, Mr. Hans Kristensen",male,Young Adults (19-30),0,0,250646,13.0,UNK,S,True,UNK,0,Givard,Mr,0,-1,-1
215,No,Third,"Kiernan, Mr. Philip",male,Young Adults (19-30),1,0,367229,7.75,UNK,Q,False,UNK,0,Kiernan,Mr,1,-1,-1
216,Yes,First,"Newell, Miss. Madeleine",female,Adults (31-45),1,0,35273,113.275,D36,C,False,D,1,Newell,Miss,1,37,0
217,Yes,Third,"Honkanen, Miss. Eliina",female,Young Adults (19-30),0,0,STON/O2. 3101283,7.925,UNK,S,True,UNK,0,Honkanen,Miss,0,-1,-1
218,No,Second,"Jacobsohn, Mr. Sidney Samuel",male,Adults (31-45),1,0,243847,27.0,UNK,S,False,UNK,0,Jacobsohn,Mr,1,-1,-1
219,Yes,First,"Bazzani, Miss. Albina",female,Adults (31-45),0,0,11813,76.2917,D15,C,True,D,1,Bazzani,Miss,0,-1,-1
220,No,Second,"Harris, Mr. Walter",male,Young Adults (19-30),0,0,W/C 14208,10.5,UNK,S,True,UNK,0,Harris,Mr,0,-1,-1
221,Yes,Third,"Sunderland, Mr. Victor Francis",male,Teens (13-18),0,0,SOTON/OQ 392089,8.05,UNK,S,True,UNK,0,Sunderland,Mr,0,-1,-1
222,No,Second,"Bracken, Mr. James H",male,Young Adults (19-30),0,0,220367,13.0,UNK,S,True,UNK,0,Bracken,Mr,0,-1,-1
223,No,Third,"Green, Mr. George Henry",male,Middle Age (46-60),0,0,21440,8.05,UNK,S,True,UNK,0,Green,Mr,0,-1,-1
224,No,Third,"Nenkoff, Mr. Christo",male,Young Adults (19-30),0,0,349234,7.8958,UNK,S,True,UNK,0,Nenkoff,Mr,0,-1,-1
225,Yes,First,"Hoyt, Mr. Frederick Maxfield",male,Adults (31-45),1,0,19943,90.0,C93,S,False,C,1,Hoyt,Mr,1,26,1
226,No,Third,"Berglund, Mr. Karl Ivar Sven",male,Young Adults (19-30),0,0,PP 4348,9.35,UNK,S,True,UNK,0,Berglund,Mr,0,-1,-1
227,Yes,Second,"Mellors, Mr. William John",male,Young Adults (19-30),0,0,SW/PP 751,10.5,UNK,S,True,UNK,0,Mellors,Mr,0,-1,-1
228,No,Third,"Lovell, Mr. John Hall (""Henry"")",male,Young Adults (19-30),0,0,A/5 21173,7.25,UNK,S,True,UNK,0,Lovell,Mr,0,-1,-1
229,No,Second,"Fahlstrom, Mr. Arne Jonas",male,Teens (13-18),0,0,236171,13.0,UNK,S,True,UNK,0,Fahlstrom,Mr,0,-1,-1
230,No,Third,"Lefebre, Miss. Mathilde",female,Young Adults (19-30),3,1,4133,25.4667,UNK,S,False,UNK,0,Lefebre,Miss,4,-1,-1
231,Yes,First,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,Adults (31-45),1,0,36973,83.475,C83,S,False,C,1,Harris,Mrs,1,21,0
232,No,Third,"Larsson, Mr. Bengt Edvin",male,Young Adults (19-30),0,0,347067,7.775,UNK,S,True,UNK,0,Larsson,Mr,0,-1,-1
233,No,Second,"Sjostedt, Mr. Ernst Adolf",male,Middle Age (46-60),0,0,237442,13.5,UNK,S,True,UNK,0,Sjostedt,Mr,0,-1,-1
234,Yes,Third,"Asplund, Miss. Lillian Gertrud",female,Infants (0-12),4,2,347077,31.3875,UNK,S,False,UNK,0,Asplund,Miss,6,-1,-1
235,No,Second,"Leyson, Mr. Robert William Norman",male,Young Adults (19-30),0,0,C.A. 29566,10.5,UNK,S,True,UNK,0,Leyson,Mr,0,-1,-1
236,No,Third,"Harknett, Miss. Alice Phoebe",female,Young Adults (19-30),0,0,W./C. 6609,7.55,UNK,S,True,UNK,0,Harknett,Miss,0,-1,-1
237,No,Second,"Hold, Mr. Stephen",male,Adults (31-45),1,0,26707,26.0,UNK,S,False,UNK,0,Hold,Mr,1,-1,-1
238,Yes,Second,"Collyer, Miss. Marjorie ""Lottie""",female,Infants (0-12),0,2,C.A. 31921,26.25,UNK,S,False,UNK,0,Collyer,Miss,2,11,0
239,No,Second,"Pengelly, Mr. Frederick William",male,Young Adults (19-30),0,0,28665,10.5,UNK,S,True,UNK,0,Pengelly,Mr,0,-1,-1
240,No,Second,"Hunt, Mr. George Henry",male,Adults (31-45),0,0,SCO/W 1585,12.275,UNK,S,True,UNK,0,Hunt,Mr,0,-1,-1
241,No,Third,"Zabour, Miss. Thamine",female,Young Adults (19-30),1,0,2665,14.4542,UNK,C,False,UNK,0,Zabour,Miss,1,53,0
242,Yes,Third,"Murphy, Miss. Katherine ""Kate""",female,Young Adults (19-30),1,0,367230,15.5,UNK,Q,False,UNK,0,Murphy,Miss,1,34,1
243,No,Second,"Coleridge, Mr. Reginald Charles",male,Young Adults (19-30),0,0,W./C. 14263,10.5,UNK,S,True,UNK,0,Coleridge,Mr,0,-1,-1
244,No,Third,"Maenpaa, Mr. Matti Alexanteri",male,Young Adults (19-30),0,0,STON/O 2. 3101275,7.125,UNK,S,True,UNK,0,Maenpaa,Mr,0,-1,-1
245,No,Third,"Attalah, Mr. Sleiman",male,Young Adults (19-30),0,0,2694,7.225,UNK,C,True,UNK,0,Attalah,Mr,0,-1,-1
246,No,First,"Minahan, Dr. William Edward",male,Adults (31-45),2,0,19928,90.0,C78,Q,False,C,1,Minahan,Dr,2,-1,-1
247,No,Third,"Lindahl, Miss. Agda Thorilda Viktoria",female,Young Adults (19-30),0,0,347071,7.775,UNK,S,True,UNK,0,Lindahl,Miss,0,-1,-1
248,Yes,Second,"Hamalainen, Mrs. William (Anna)",female,Young Adults (19-30),0,2,250649,14.5,UNK,S,False,UNK,0,Hamalainen,Mrs,2,-1,-1
249,Yes,First,"Beckwith, Mr. Richard Leonard",male,Adults (31-45),1,1,11751,52.5542,D35,S,False,D,1,Beckwith,Mr,2,-1,-1
250,No,Second,"Carter, Rev. Ernest Courtenay",male,Middle Age (46-60),1,0,244252,26.0,UNK,S,False,UNK,0,Carter,Rev,1,9,0
251,No,Third,"Reed, Mr. James George",male,Young Adults (19-30),0,0,362316,7.25,UNK,S,True,UNK,0,Reed,Mr,0,-1,-1
252,No,Third,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,Young Adults (19-30),1,1,347054,10.4625,G6,S,False,G,1,Strom,Mrs,2,-1,-1
253,No,First,"Stead, Mr. William Thomas",male,Elderly (60+),0,0,113514,26.55,C87,S,True,C,1,Stead,Mr,0,-1,-1
254,No,Third,"Lobb, Mr. William Arthur",male,Young Adults (19-30),1,0,A/5. 3336,16.1,UNK,S,False,UNK,0,Lobb,Mr,1,29,0
255,No,Third,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,Adults (31-45),0,2,370129,20.2125,UNK,S,False,UNK,0,Rosblom,Mrs,2,-1,-1
256,Yes,Third,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,Young Adults (19-30),0,2,2650,15.2458,UNK,C,False,UNK,0,Touma,Mrs,2,-1,-1
257,Yes,First,"Thorne, Mrs. Gertrude Maybelle",female,Adults (31-45),0,0,PC 17585,79.2,UNK,C,True,UNK,0,Thorne,Mrs,0,-1,-1
258,Yes,First,"Cherry, Miss. Gladys",female,Young Adults (19-30),0,0,110152,86.5,B77,S,True,B,1,Cherry,Miss,0,-1,-1
260,Yes,Second,"Parrish, Mrs. (Lutie Davis)",female,Middle Age (46-60),0,1,230433,26.0,UNK,S,False,UNK,0,Parrish,Mrs,1,-1,-1
261,No,Third,"Smith, Mr. Thomas",male,Young Adults (19-30),0,0,384461,7.75,UNK,Q,True,UNK,0,Smith,Mr,0,-1,-1
262,Yes,Third,"Asplund, Master. Edvin Rojj Felix",male,Infants (0-12),4,2,347077,31.3875,UNK,S,False,UNK,0,Asplund,Master,6,-1,-1
263,No,First,"Taussig, Mr. Emil",male,Middle Age (46-60),1,1,110413,79.65,E67,S,False,E,1,Taussig,Mr,2,45,0
264,No,First,"Harrison, Mr. William",male,Adults (31-45),0,0,112059,0.0,B94,S,True,B,1,Harrison,Mr,0,-1,-1
265,No,Third,"Henry, Miss. Delia",female,Young Adults (19-30),0,0,382649,7.75,UNK,Q,True,UNK,0,Henry,Miss,0,-1,-1
266,No,Second,"Reeves, Mr. David",male,Adults (31-45),0,0,C.A. 17248,10.5,UNK,S,True,UNK,0,Reeves,Mr,0,-1,-1
267,No,Third,"Panula, Mr. Ernesti Arvid",male,Teens (13-18),4,1,3101295,39.6875,UNK,S,False,UNK,0,Panula,Mr,5,40,0
268,Yes,Third,"Persson, Mr. Ernst Ulrik",male,Young Adults (19-30),1,0,347083,7.775,UNK,S,False,UNK,0,Persson,Mr,1,-1,-1
269,Yes,First,"Graham, Mrs. William Thompson (Edith Junkins)",female,Middle Age (46-60),0,1,PC 17582,153.4625,C125,S,False,C,1,Graham,Mrs,1,17,0
270,Yes,First,"Bissette, Miss. Amelia",female,Adults (31-45),0,0,PC 17760,135.6333,C99,S,True,C,1,Bissette,Miss,0,-1,-1
271,No,First,"Cairns, Mr. Alexander",male,Adults (31-45),0,0,113798,31.0,UNK,S,True,UNK,0,Cairns,Mr,0,-1,-1
272,Yes,Third,"Tornquist, Mr. William Henry",male,Young Adults (19-30),0,0,LINE,0.0,UNK,S,True,UNK,0,Tornquist,Mr,0,-1,-1
273,Yes,Second,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,Adults (31-45),0,1,250644,19.5,UNK,S,False,UNK,0,Mellinger,Mrs,1,30,1
274,No,First,"Natsch, Mr. Charles H",male,Adults (31-45),0,1,PC 17596,29.7,C118,C,False,C,1,Natsch,Mr,1,-1,-1
275,Yes,Third,"Healy, Miss. Hanora ""Nora""",female,Young Adults (19-30),0,0,370375,7.75,UNK,Q,True,UNK,0,Healy,Miss,0,-1,-1
276,Yes,First,"Andrews, Miss. Kornelia Theodosia",female,Elderly (60+),1,0,13502,77.9583,D7,S,False,D,1,Andrews,Miss,1,-1,-1
277,No,Third,"Lindblom, Miss. Augusta Charlotta",female,Adults (31-45),0,0,347073,7.75,UNK,S,True,UNK,0,Lindblom,Miss,0,-1,-1
278,No,Second,"Parkes, Mr. Francis ""Frank""",male,Young Adults (19-30),0,0,239853,0.0,UNK,S,True,UNK,0,Parkes,Mr,0,-1,-1
279,No,Third,"Rice, Master. Eric",male,Infants (0-12),4,1,382652,29.125,UNK,Q,False,UNK,0,Rice,Master,5,-1,-1
280,Yes,Third,"Abbott, Mrs. Stanton (Rosa Hunt)",female,Adults (31-45),1,1,C.A. 2673,20.25,UNK,S,False,UNK,0,Abbott,Mrs,2,-1,-1
281,No,Third,"Duane, Mr. Frank",male,Elderly (60+),0,0,336439,7.75,UNK,Q,True,UNK,0,Duane,Mr,0,-1,-1
282,No,Third,"Olsson, Mr. Nils Johan Goransson",male,Young Adults (19-30),0,0,347464,7.8542,UNK,S,True,UNK,0,Olsson,Mr,0,-1,-1
283,No,Third,"de Pelsmaeker, Mr. Alfons",male,Teens (13-18),0,0,345778,9.5,UNK,S,True,UNK,0,de Pelsmaeker,Mr,0,-1,-1
284,Yes,Third,"Dorking, Mr. Edward Arthur",male,Young Adults (19-30),0,0,A/5. 10482,8.05,UNK,S,True,UNK,0,Dorking,Mr,0,-1,-1
285,No,First,"Smith, Mr. Richard William",male,Adults (31-45),0,0,113056,26.0,A19,S,True,A,1,Smith,Mr,0,-1,-1
286,No,Third,"Stankovic, Mr. Ivan",male,Adults (31-45),0,0,349239,8.6625,UNK,C,True,UNK,0,Stankovic,Mr,0,-1,-1
287,Yes,Third,"de Mulder, Mr. Theodore",male,Young Adults (19-30),0,0,345774,9.5,UNK,S,True,UNK,0,de Mulder,Mr,0,-1,-1
288,No,Third,"Naidenoff, Mr. Penko",male,Young Adults (19-30),0,0,349206,7.8958,UNK,S,True,UNK,0,Naidenoff,Mr,0,-1,-1
289,Yes,Second,"Hosono, Mr. Masabumi",male,Adults (31-45),0,0,237798,13.0,UNK,S,True,UNK,0,Hosono,Mr,0,-1,-1
290,Yes,Third,"Connolly, Miss. Kate",female,Young Adults (19-30),0,0,370373,7.75,UNK,Q,True,UNK,0,Connolly,Miss,0,-1,-1
291,Yes,First,"Barber, Miss. Ellen ""Nellie""",female,Young Adults (19-30),0,0,19877,78.85,UNK,S,True,UNK,0,Barber,Miss,0,-1,-1
292,Yes,First,"Bishop, Mrs. Dickinson H (Helen Walton)",female,Young Adults (19-30),1,0,11967,91.0792,B49,C,False,B,1,Bishop,Mrs,1,7,1
293,No,Second,"Levy, Mr. Rene Jacques",male,Adults (31-45),0,0,SC/Paris 2163,12.875,D,C,True,D,1,Levy,Mr,0,-1,-1
294,No,Third,"Haas, Miss. Aloisia",female,Young Adults (19-30),0,0,349236,8.85,UNK,S,True,UNK,0,Haas,Miss,0,-1,-1
295,No,Third,"Mineff, Mr. Ivan",male,Young Adults (19-30),0,0,349233,7.8958,UNK,S,True,UNK,0,Mineff,Mr,0,-1,-1
296,No,First,"Lewy, Mr. Ervin G",male,Adults (31-45),0,0,PC 17612,27.7208,UNK,C,True,UNK,0,Lewy,Mr,0,-1,-1
297,No,Third,"Hanna, Mr. Mansour",male,Young Adults (19-30),0,0,2693,7.2292,UNK,C,True,UNK,0,Hanna,Mr,0,-1,-1
298,No,First,"Allison, Miss. Helen Loraine",female,Infants (0-12),1,2,113781,151.55,C22 C26,S,False,C,1,Allison,Miss,3,-1,-1
299,Yes,First,"Saalfeld, Mr. Adolphe",male,Adults (31-45),0,0,19988,30.5,C106,S,True,C,1,Saalfeld,Mr,0,-1,-1
300,Yes,First,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,Middle Age (46-60),0,1,PC 17558,247.5208,B58 B60,C,False,B,1,Baxter,Mrs,1,5,0
301,Yes,Third,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,Young Adults (19-30),0,0,9234,7.75,UNK,Q,True,UNK,0,Kelly,Miss,0,-1,-1
302,Yes,Third,"McCoy, Mr. Bernard",male,Young Adults (19-30),2,0,367226,23.25,UNK,Q,False,UNK,0,McCoy,Mr,2,-1,-1
303,No,Third,"Johnson, Mr. William Cahoone Jr",male,Young Adults (19-30),0,0,LINE,0.0,UNK,S,True,UNK,0,Johnson,Mr,0,-1,-1
304,Yes,Second,"Keane, Miss. Nora A",female,Young Adults (19-30),0,0,226593,12.35,E101,Q,True,E,1,Keane,Miss,0,-1,-1
305,No,Third,"Williams, Mr. Howard Hugh ""Harry""",male,Young Adults (19-30),0,0,A/5 2466,8.05,UNK,S,True,UNK,0,Williams,Mr,0,-1,-1
306,Yes,First,"Allison, Master. Hudson Trevor",male,Infants (0-12),1,2,113781,151.55,C22 C26,S,False,C,1,Allison,Master,3,-1,-1
307,Yes,First,"Fleming, Miss. Margaret",female,Adults (31-45),0,0,17421,110.8833,UNK,C,True,UNK,0,Fleming,Miss,0,-1,-1
308,Yes,First,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,Teens (13-18),1,0,PC 17758,108.9,C65,C,False,C,1,Penasco y Castellana,Mrs,1,42,0
309,No,Second,"Abelson, Mr. Samuel",male,Young Adults (19-30),1,0,P/PP 3381,24.0,UNK,C,False,UNK,0,Abelson,Mr,1,0,0
310,Yes,First,"Francatelli, Miss. Laura Mabel",female,Young Adults (19-30),0,0,PC 17485,56.9292,E36,C,True,E,1,Francatelli,Miss,0,-1,-1
311,Yes,First,"Hays, Miss. Margaret Bechstein",female,Young Adults (19-30),0,0,11767,83.1583,C54,C,True,C,1,Hays,Miss,0,-1,-1
312,Yes,First,"Ryerson, Miss. Emily Borie",female,Teens (13-18),2,2,PC 17608,262.375,B57 B59 B63 B66,C,False,B,1,Ryerson,Miss,4,-1,-1
313,No,Second,"Lahtinen, Mrs. William (Anna Sylfven)",female,Young Adults (19-30),1,1,250651,26.0,UNK,S,False,UNK,0,Lahtinen,Mrs,2,-1,-1
314,No,Third,"Hendekovic, Mr. Ignjac",male,Young Adults (19-30),0,0,349243,7.8958,UNK,S,True,UNK,0,Hendekovic,Mr,0,-1,-1
315,No,Second,"Hart, Mr. Benjamin",male,Adults (31-45),1,1,F.C.C. 13529,26.25,UNK,S,False,UNK,0,Hart,Mr,2,22,0
316,Yes,Third,"Nilsson, Miss. Helmina Josefina",female,Young Adults (19-30),0,0,347470,7.8542,UNK,S,True,UNK,0,Nilsson,Miss,0,-1,-1
317,Yes,Second,"Kantor, Mrs. Sinai (Miriam Sternin)",female,Young Adults (19-30),1,0,244367,26.0,UNK,S,False,UNK,0,Kantor,Mrs,1,28,0
318,No,Second,"Moraweck, Dr. Ernest",male,Middle Age (46-60),0,0,29011,14.0,UNK,S,True,UNK,0,Moraweck,Dr,0,-1,-1
319,Yes,First,"Wick, Miss. Mary Natalie",female,Adults (31-45),0,2,36928,164.8667,C7,S,False,C,1,Wick,Miss,2,-1,-1
320,Yes,First,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,Adults (31-45),1,1,16966,134.5,E34,C,False,E,1,Spedden,Mrs,2,-1,-1
321,No,Third,"Dennis, Mr. Samuel",male,Young Adults (19-30),0,0,A/5 21172,7.25,UNK,S,True,UNK,0,Dennis,Mr,0,-1,-1
322,No,Third,"Danoff, Mr. Yoto",male,Young Adults (19-30),0,0,349219,7.8958,UNK,S,True,UNK,0,Danoff,Mr,0,-1,-1
323,Yes,Second,"Slayter, Miss. Hilda Mary",female,Young Adults (19-30),0,0,234818,12.35,UNK,Q,True,UNK,0,Slayter,Miss,0,-1,-1
324,Yes,Second,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,Young Adults (19-30),1,1,248738,29.0,UNK,S,False,UNK,0,Caldwell,Mrs,2,-1,-1
325,No,Third,"Sage, Mr. George John Jr",male,Young Adults (19-30),8,2,CA. 2343,69.55,UNK,S,False,UNK,0,Sage,Mr,10,-1,-1
326,Yes,First,"Young, Miss. Marie Grice",female,Adults (31-45),0,0,PC 17760,135.6333,C32,C,True,C,1,Young,Miss,0,-1,-1
327,No,Third,"Nysveen, Mr. Johan Hansen",male,Elderly (60+),0,0,345364,6.2375,UNK,S,True,UNK,0,Nysveen,Mr,0,-1,-1
328,Yes,Second,"Ball, Mrs. (Ada E Hall)",female,Adults (31-45),0,0,28551,13.0,D,S,True,D,1,Ball,Mrs,0,-1,-1
329,Yes,Third,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,Adults (31-45),1,1,363291,20.525,UNK,S,False,UNK,0,Goldsmith,Mrs,2,16,0
330,Yes,First,"Hippach, Miss. Jean Gertrude",female,Teens (13-18),0,1,111361,57.9792,B18,C,False,B,1,Hippach,Miss,1,24,1
331,Yes,Third,"McCoy, Miss. Agnes",female,Young Adults (19-30),2,0,367226,23.25,UNK,Q,False,UNK,0,McCoy,Miss,2,-1,-1
332,No,First,"Partner, Mr. Austen",male,Middle Age (46-60),0,0,113043,28.5,C124,S,True,C,1,Partner,Mr,0,-1,-1
333,No,First,"Graham, Mr. George Edward",male,Adults (31-45),0,1,PC 17582,153.4625,C91,S,False,C,1,Graham,Mr,1,17,0
334,No,Third,"Vander Planke, Mr. Leo Edmondus",male,Teens (13-18),2,0,345764,18.0,UNK,S,False,UNK,0,Vander Planke,Mr,2,-1,-1
335,Yes,First,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,Adults (31-45),1,0,PC 17611,133.65,UNK,S,False,UNK,0,Frauenthal,Mrs,1,-1,-1
336,No,Third,"Denkoff, Mr. Mitto",male,Young Adults (19-30),0,0,349225,7.8958,UNK,S,True,UNK,0,Denkoff,Mr,0,-1,-1
337,No,First,"Pears, Mr. Thomas Clinton",male,Young Adults (19-30),1,0,113776,66.6,C2,S,False,C,1,Pears,Mr,1,41,0
338,Yes,First,"Burns, Miss. Elizabeth Margaret",female,Adults (31-45),0,0,16966,134.5,E40,C,True,E,1,Burns,Miss,0,-1,-1
339,Yes,Third,"Dahl, Mr. Karl Edwart",male,Adults (31-45),0,0,7598,8.05,UNK,S,True,UNK,0,Dahl,Mr,0,-1,-1
340,No,First,"Blackwell, Mr. Stephen Weart",male,Adults (31-45),0,0,113784,35.5,T,S,True,UNK,0,Blackwell,Mr,0,-1,-1
341,Yes,Second,"Navratil, Master. Edmond Roger",male,Infants (0-12),1,1,230080,26.0,F2,S,False,F,1,Navratil,Master,2,36,0
342,Yes,First,"Fortune, Miss. Alice Elizabeth",female,Young Adults (19-30),3,2,19950,263.0,C23 C25 C27,S,False,C,1,Fortune,Miss,5,-1,-1
343,No,Second,"Collander, Mr. Erik Gustaf",male,Young Adults (19-30),0,0,248740,13.0,UNK,S,True,UNK,0,Collander,Mr,0,-1,-1
